timestamp,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy
2024-01-22,41580.3200000000,41689.6500000000,39431.5800000000,39568.0200000000,55426.1991100000,787.5593219200,0.2770468700,0.0100000000,23.7611304300,0.0000012100
2024-01-23,39568.0200000000,40176.7400000000,38555.0000000000,39897.6000000000,57956.6335100000,1120.1719599600,0.2040275300,0.0100000000,22.9943376700,0.0000011700
2024-01-24,39897.5900000000,40555.0000000000,39484.1900000000,40084.8800000000,39293.8286100000,374.0838830100,0.2679859600,0.0100000000,52.0796775000,0.0000026600
2024-01-25,40084.8900000000,40300.2400000000,39550.0000000000,39961.0900000000,31022.1185300000,-127.3899629600,0.2273065600,0.0100000000,25.9183881400,0.0000013200
2024-01-26,39961.0900000000,42246.8200000000,39822.5200000000,41823.5100000000,47384.9672600000,-2520.2856899300,0.3125965400,0.0098467400,15.5747300300,0.0000007900
2024-01-27,41823.5100000000,42200.0000000000,41394.3400000000,42120.6300000000,16224.4166700000,-1270.3327757100,0.3405654500,0.0097090900,7.6781406000,0.0000003900
2024-01-28,42120.6300000000,42842.6800000000,41620.8100000000,42031.0600000000,27294.9983800000,64.4516282300,0.3580972400,0.0083305500,6.6162009200,0.0000003400
2024-01-29,42031.0500000000,43333.0000000000,41804.8800000000,43302.7000000000,31542.7420700000,1211.5979725000,0.3424655200,0.0098372500,15.0531290500,0.0000007700
2024-01-30,43302.7100000000,43882.3600000000,42683.9900000000,42941.1000000000,37619.2454600000,-3535.6753644600,0.3766967000,0.0067281200,19.2387334800,0.0000009800
2024-01-31,42941.1000000000,43745.1100000000,42276.8400000000,42580.0000000000,39871.1368800000,-538.4497201100,0.2248242100,0.0093797100,14.5935113700,0.0000007400
2024-02-01,42580.0000000000,43285.1300000000,41884.2800000000,43082.9400000000,35231.0466400000,3479.1258164100,0.2930120000,0.0100000000,10.5690754600,0.0000005400
2024-02-02,43082.9500000000,43488.0000000000,42546.7900000000,43200.0000000000,29672.1441800000,-3312.4443361800,0.2594754400,0.0090289600,15.5029519600,0.0000007900
2024-02-03,43199.9900000000,43380.0100000000,42880.0000000000,43011.0900000000,12033.4099800000,-10.7031622200,0.3288848400,0.0093206100,3.5319803000,0.0000001800
2024-02-04,43011.1000000000,43119.0400000000,42222.0000000000,42582.8800000000,17066.8940400000,1267.1897094700,0.3341616100,0.0093533300,12.5924387700,0.0000006400
2024-02-05,42582.8800000000,43569.7600000000,42258.1000000000,42708.7000000000,29467.7590500000,2895.1455557200,0.3169667300,0.0099586400,13.6420266900,0.0000007000
2024-02-06,42708.7000000000,43399.9800000000,42574.0000000000,43098.9500000000,24675.8543300000,-502.2972770600,0.2329426300,0.0091614000,28.8662490300,0.0000014700
2024-02-07,43098.9600000000,44396.5000000000,42788.0000000000,44349.6000000000,34392.5991500000,-4965.9481277500,0.2413686400,0.0078610800,11.4779615400,0.0000005800
2024-02-08,44349.6000000000,45614.3000000000,44331.1000000000,45288.6500000000,45439.6223100000,-5702.8737164400,0.2633461100,0.0054629900,8.7736679500,0.0000004500
2024-02-09,45288.6600000000,48200.0000000000,45242.1200000000,47132.7700000000,73503.4810000000,-2951.8011327900,0.2310938700,0.0074458100,9.4193081500,0.0000004800
2024-02-10,47132.7800000000,48170.0000000000,46800.0000000000,47751.0900000000,24802.3593600000,276.7379406000,0.2808407100,0.0099721200,9.3631125600,0.0000004800
2024-02-11,47751.0800000000,48592.6600000000,47557.1600000000,48299.9900000000,29958.8083700000,3894.8167766000,0.4717966000,0.0100000000,9.8519181400,0.0000005000
