date,open,high,low,close,Volume BTC,Volume USD,Target,Daily_Return,High_Low_Spread,Close_Open_Spread,MA_7,MA_30
2015-01-17,206.6,212.84,192.17,200.1,4007435.83,19933.78,1,-0.03146176185866412,20.670000000000016,-6.5,220.49571428571429,285.85900000000004
2015-01-18,200.1,222.0,195.02,211.42,3816641.51,18205.49,1,0.0565717141429285,26.97999999999999,11.319999999999993,211.1557142857143,282.3063333333333
2015-01-19,210.05,220.94,207.7,216.88,2729178.12,12796.47,0,0.025825371298836552,13.240000000000009,6.829999999999984,203.82999999999998,278.536
2015-01-20,217.84,217.84,201.98,211.08,2998319.48,14234.73,1,-0.026742899299151524,15.860000000000014,-6.759999999999991,202.41285714285715,274.80033333333336
2015-01-21,211.08,228.9,205.0,228.59,4937625.47,22796.06,1,0.08295433011180586,23.900000000000006,17.50999999999999,211.9257142857143,271.4026666666667
2015-01-22,228.59,239.0,226.01,233.0,6003089.46,25809.37,1,0.019292182510171063,12.990000000000009,4.409999999999997,215.3814285714286,267.98633333333333
2015-01-23,233.0,240.0,225.55,233.03,3539626.61,15246.43,1,0.0001287553648068318,14.449999999999989,0.030000000000001137,219.15714285714284,265.01599999999996
2015-01-24,233.03,249.99,230.03,249.99,3297573.46,13633.14,1,0.0727803287130413,19.960000000000008,16.960000000000008,226.28428571428572,262.7026666666667
2015-01-25,249.99,257.0,241.33,253.09,7019125.49,28139.7,1,0.012400496019840723,15.669999999999987,3.0999999999999943,232.23714285714286,260.10966666666667
2015-01-26,253.09,309.9,253.09,269.5,15614774.92,55355.5,0,0.06483859496621758,56.809999999999974,16.409999999999997,239.75428571428574,258.56333333333333
2015-01-27,269.5,278.51,243.1,262.99,5501345.88,21293.57,0,-0.024155844155844153,35.41,-6.509999999999991,247.17000000000002,256.7753333333333
2015-01-28,262.99,266.45,225.91,236.2,6774004.56,27595.15,0,-0.10186699114034758,40.53999999999999,-26.79000000000002,248.25714285714284,254.156
2015-01-29,236.2,242.18,220.0,234.75,6076004.2,26178.79,0,-0.006138865368331858,22.180000000000007,-1.4499999999999886,248.50714285714284,251.583
2015-01-30,234.75,244.98,227.26,232.6,4653564.37,19832.17,0,-0.009158679446219398,17.72,-2.1500000000000057,248.4457142857143,248.69466666666665
2015-01-31,232.6,234.8,215.75,217.98,4494529.82,19706.27,0,-0.06285468615649181,19.05000000000001,-14.620000000000005,243.87285714285716,245.417
2015-02-01,217.98,220.81,208.48,214.8,1336586.85,6189.01,1,-0.01458849435728038,12.330000000000013,-3.1799999999999784,238.40285714285713,242.02666666666667
2015-02-02,214.8,241.98,214.8,237.97,1494778.57,6423.56,0,0.10786778398510233,27.17999999999998,23.169999999999987,233.89857142857144,240.4253333333333
2015-02-03,237.97,244.39,223.79,227.35,4178199.28,17756.67,0,-0.044627474051351035,20.599999999999994,-10.620000000000005,228.80714285714288,239.183
2015-02-04,227.35,231.0,220.02,227.0,3220391.1,14313.23,0,-0.0015394765779634945,10.97999999999999,-0.3499999999999943,227.49285714285716,237.52300000000002
2015-02-05,227.0,228.94,213.64,217.0,953936.47,4314.11,1,-0.04405286343612336,15.300000000000011,-10.0,224.95714285714286,235.52966666666669
2015-02-06,216.81,225.86,214.95,222.88,1044545.84,4730.33,1,0.02709677419354839,10.910000000000025,6.069999999999993,223.56857142857143,233.73233333333334
2015-02-07,223.37,231.14,221.77,228.61,1444459.22,6356.04,0,0.025708901651112726,9.369999999999976,5.240000000000009,225.08714285714285,232.126
2015-02-08,228.3,232.89,219.7,224.19,1232858.74,5456.94,0,-0.019334237347447658,13.189999999999998,-4.110000000000014,226.42857142857142,230.37233333333333
2015-02-09,224.19,225.99,215.0,220.72,4277024.95,19478.94,1,-0.015477942816361168,10.990000000000009,-3.469999999999999,223.96428571428572,228.503
2015-02-10,220.72,222.0,215.0,220.95,1385375.22,6332.22,0,0.0010420442189198464,7.0,0.22999999999998977,223.04999999999998,226.64133333333336
2015-02-11,220.95,223.43,217.99,219.12,2057106.38,9298.5,1,-0.008282416836388307,5.439999999999998,-1.829999999999984,221.92428571428573,225.00666666666666
2015-02-12,219.55,223.07,218.17,222.46,886601.16,4010.23,1,0.01524278933917489,4.900000000000006,2.9099999999999966,222.70428571428573,225.05533333333332
2015-02-13,223.0,242.35,221.37,236.86,1895018.31,8077.55,1,0.06473073811022201,20.97999999999999,13.860000000000014,224.70142857142858,227.55066666666664
2015-02-14,237.0,259.31,236.9,257.9,2698932.39,10813.61,0,0.08882884404289437,22.409999999999997,20.899999999999977,228.8857142857143,229.18699999999998
2015-02-15,256.99,265.89,227.75,234.01,4533254.41,18474.58,1,-0.09263280341217517,38.139999999999986,-22.980000000000018,230.28857142857143,230.10066666666665
2015-02-16,234.01,241.23,229.2,236.55,2907774.51,12321.08,1,0.010854236998419031,12.030000000000001,2.5400000000000205,232.54999999999998,231.3156666666667
2015-02-17,236.55,248.78,232.01,244.96,2871937.78,11898.41,0,0.035552737264848755,16.77000000000001,8.409999999999997,235.98000000000002,232.43366666666668
2015-02-18,244.96,247.0,232.24,235.79,1626634.28,6766.05,1,-0.037434683213586006,14.759999999999991,-9.170000000000016,238.36142857142858,233.064
2015-02-19,237.37,245.01,235.66,242.67,1138295.79,4730.24,1,0.029178506297977025,9.349999999999994,5.299999999999983,241.24857142857144,234.11700000000002
2015-02-20,240.59,248.96,239.41,246.1,1115548.64,4559.19,0,0.0141344212304777,9.550000000000011,5.509999999999991,242.56857142857143,234.70066666666668
2015-02-21,245.48,247.48,244.0,245.87,381377.02,1553.36,0,-0.0009345794392523477,3.4799999999999898,0.3900000000000148,240.84999999999997,235.12966666666668
2015-02-22,245.41,247.42,232.48,236.68,1598342.42,6739.67,1,-0.037377475901899326,14.939999999999998,-8.72999999999999,241.23142857142855,235.25133333333332
2015-02-23,236.68,240.66,232.05,238.92,873272.09,3706.77,1,0.00946425553489938,8.609999999999985,2.2399999999999807,241.57,234.88233333333332
2015-02-24,239.65,240.88,236.3,239.69,580503.8,2430.95,0,0.0032228360957642366,4.579999999999984,0.03999999999999204,240.81714285714287,234.4356666666667
2015-02-25,239.94,240.61,236.0,238.0,413399.21,1735.6,0,-0.007050773916308595,4.610000000000014,-1.9399999999999977,241.13285714285715,233.38566666666668
2015-02-26,237.97,238.55,234.01,236.7,826644.88,3498.78,1,-0.0054621848739496714,4.5400000000000205,-1.2700000000000102,240.27999999999997,232.50933333333333
2015-02-27,236.7,256.15,236.16,253.06,5507719.94,22016.89,0,0.0691170257710183,19.98999999999998,16.360000000000014,241.27428571428572,233.0713333333333
2015-02-28,253.06,254.29,245.2,252.98,906874.89,3613.22,1,-0.0003161305619221455,9.090000000000003,-0.0800000000000125,242.29000000000002,233.679
2015-03-01,253.47,260.0,245.0,255.81,1275703.25,5062.1,1,0.011186655071547147,15.0,2.3400000000000034,245.02285714285716,234.45266666666666
2015-03-02,258.34,274.81,256.0,274.0,2598170.67,9781.93,1,0.07110746256987599,18.810000000000002,15.660000000000025,250.03428571428572,236.32
2015-03-03,274.0,284.95,265.89,279.0,6104061.68,22213.49,0,0.018248175182481674,19.060000000000002,5.0,255.65,238.45999999999998
2015-03-04,279.0,283.88,264.94,269.83,3934109.59,14281.76,1,-0.03286738351254481,18.939999999999998,-9.170000000000016,260.19714285714286,239.522
2015-03-05,269.83,280.5,262.2,273.8,3070426.12,11360.44,0,0.014712967423933687,18.30000000000001,3.9700000000000273,265.4971428571429,241.0703333333333
2015-03-06,273.8,276.46,269.0,273.26,1907509.64,6996.36,1,-0.001972242512783162,7.4599999999999795,-0.5400000000000205,268.3828571428571,242.61233333333334
2015-03-07,273.26,279.48,270.0,275.59,1540760.07,5605.63,0,0.008526677889189704,9.480000000000018,2.329999999999984,271.61285714285714,244.56533333333334
2015-03-08,275.59,277.59,271.12,274.89,1223277.71,4455.34,1,-0.002540005080010066,6.46999999999997,-0.6999999999999886,274.3385714285714,246.29899999999998
2015-03-09,274.89,289.0,274.17,287.0,3389556.2,11984.22,1,0.04405398523045578,14.829999999999984,12.110000000000014,276.19571428571425,248.24533333333335
2015-03-10,287.0,296.8,283.96,290.24,3744249.17,12857.02,1,0.011289198606271755,12.840000000000032,3.240000000000009,277.8014285714286,250.447
2015-03-11,290.24,296.74,285.83,295.11,1979535.16,6784.55,1,0.016779217199559104,10.910000000000025,4.8700000000000045,281.41285714285715,252.92666666666668
2015-03-12,295.11,297.95,289.0,295.56,2399612.33,8145.87,0,0.0015248551387618825,8.949999999999989,0.44999999999998863,284.5214285714286,255.41366666666667
2015-03-13,295.56,295.84,282.99,284.4,2654225.31,9178.74,0,-0.037758830694275325,12.849999999999966,-11.160000000000025,286.11285714285714,257.58966666666663
2015-03-14,284.4,287.69,280.46,282.7,1595106.71,5616.62,1,-0.005977496483825506,7.230000000000018,-1.6999999999999886,287.12857142857143,259.59766666666667
2015-03-15,282.7,287.75,281.42,286.4,691987.13,2426.65,1,0.013088079235939132,6.329999999999984,3.6999999999999886,288.7728571428571,261.249
2015-03-16,286.4,294.26,285.78,289.7,1882414.82,6473.86,0,0.011522346368715075,8.480000000000018,3.3000000000000114,289.1585714285714,262.309
2015-03-17,289.7,292.99,281.9,284.46,1864637.8,6470.43,0,-0.0180876769071453,11.090000000000032,-5.240000000000009,288.3328571428571,263.9906666666667
2015-03-18,284.46,284.48,249.02,257.29,5650707.75,21120.78,1,-0.09551430781129144,35.46000000000001,-27.16999999999996,282.92999999999995,264.682
2015-03-19,257.29,265.95,249.0,262.01,3808281.05,14750.19,1,0.018345058105639467,16.94999999999999,4.71999999999997,278.1371428571428,265.25033333333334
2015-03-20,262.01,265.27,257.0,262.09,1482272.82,5683.15,0,0.0003053318575625408,8.269999999999982,0.07999999999998408,274.95,266.127
2015-03-21,262.09,262.62,256.25,259.8,1199360.1,4622.93,1,-0.008737456598878146,6.3700000000000045,-2.2899999999999636,271.67857142857144,266.698
2015-03-22,259.8,272.0,259.24,269.39,1512162.68,5709.7,0,0.0369130100076982,12.759999999999991,9.589999999999975,269.2485714285714,267.47433333333333
2015-03-23,269.39,270.07,259.5,265.84,2367965.68,8901.07,0,-0.013177920487026262,10.569999999999993,-3.5500000000000114,265.84000000000003,268.14
2015-03-24,265.84,266.52,241.84,246.93,4404982.22,17591.02,1,-0.07113301233824842,24.67999999999998,-18.909999999999968,260.4785714285714,268.4816666666667
2015-03-25,246.93,250.0,236.4,247.68,3276219.0,13448.56,1,0.003037298019681778,13.599999999999994,0.75,259.10571428571427,268.77366666666666
2015-03-26,247.68,253.75,244.91,249.46,2105838.57,8403.54,0,0.007186692506459869,8.840000000000003,1.7800000000000011,257.3128571428571,269.09933333333333
2015-03-27,249.46,250.52,245.12,248.09,1449279.37,5845.29,1,-0.005491862422833393,5.400000000000006,-1.3700000000000045,255.31285714285713,269.43566666666663
2015-03-28,248.09,253.83,247.17,252.31,1492447.63,5943.83,0,0.017009956064331533,6.660000000000025,4.219999999999999,254.2428571428571,269.95599999999996
2015-03-29,252.31,252.96,239.96,242.19,1608836.03,6591.6,1,-0.040109389243391136,13.0,-10.120000000000005,250.35714285714286,269.5936666666667
2015-03-30,242.19,248.86,236.52,247.69,1929807.46,7880.41,0,0.022709442999298002,12.340000000000003,5.5,247.7642857142857,269.4173333333333
2015-03-31,247.69,248.59,238.55,243.98,1993776.43,8180.68,1,-0.014978400419879745,10.039999999999992,-3.710000000000008,247.34285714285716,269.023
2015-04-01,243.98,246.83,239.32,245.98,1484287.63,6106.97,1,0.008197393228953187,7.510000000000019,2.0,247.1,268.089
2015-04-02,245.98,256.96,244.52,253.16,2471179.83,9880.07,1,0.02918936498902358,12.43999999999997,7.180000000000007,247.6285714285714,267.22766666666666
2015-04-03,253.16,256.67,251.23,253.79,1286655.62,5062.49,0,0.0024885447938063354,5.440000000000026,0.6299999999999955,248.44285714285712,266.693
2015-04-04,253.79,255.85,250.76,253.45,652406.55,2579.58,1,-0.0013396902951259282,5.090000000000003,-0.3400000000000034,248.6057142857143,266.0146666666667
2015-04-05,253.45,261.0,251.65,260.5,1491248.36,5807.32,0,0.027816137305188393,9.349999999999994,7.050000000000011,251.22142857142856,265.58933333333334
2015-04-06,260.5,262.98,254.0,255.83,1543244.68,5989.94,0,-0.017927063339731264,8.980000000000018,-4.6699999999999875,252.3842857142857,264.9306666666667
2015-04-07,255.83,256.62,251.5,254.45,1522986.5,5990.22,0,-0.005394207090646197,5.1200000000000045,-1.3800000000000239,253.87999999999997,264.24933333333337
2015-04-08,254.45,254.96,243.06,244.09,2875251.66,11647.96,0,-0.04071526822558458,11.900000000000006,-10.359999999999985,253.60999999999999,262.819
2015-04-09,244.09,246.3,238.47,243.53,1944122.48,7990.92,0,-0.0022942357327215834,7.8300000000000125,-0.5600000000000023,252.23428571428573,261.262
2015-04-10,243.53,243.94,231.0,234.77,2722903.56,11525.77,1,-0.03597092760645504,12.939999999999998,-8.759999999999991,249.51714285714283,259.2506666666667
2015-04-11,234.77,239.42,233.0,237.34,968919.7,4103.6,0,0.010946884184521055,6.4199999999999875,2.569999999999993,247.21571428571428,257.31
2015-04-12,237.34,237.5,233.42,236.3,672985.92,2850.16,0,-0.004381899384848675,4.0800000000000125,-1.039999999999992,243.75857142857146,255.70666666666665
2015-04-13,236.3,236.9,219.64,222.87,3166493.61,13823.98,0,-0.056834532374100744,17.26000000000002,-13.430000000000007,239.04999999999998,253.71233333333333
2015-04-14,222.87,224.79,210.0,216.42,4015453.32,18432.86,1,-0.028940638040113154,14.789999999999992,-6.450000000000017,233.61714285714288,251.37966666666665
2015-04-15,216.42,222.43,214.05,221.51,2147063.57,9766.32,1,0.023519083264023743,8.379999999999995,5.090000000000003,230.39142857142858,249.10666666666665
2015-04-16,221.51,229.67,221.51,227.59,2492640.64,11002.79,0,0.027447970746241834,8.159999999999997,6.0800000000000125,228.1142857142857,247.21099999999998
2015-04-17,227.59,228.29,220.0,221.86,1291923.73,5767.04,1,-0.025176853113054176,8.289999999999992,-5.72999999999999,226.27,246.03
2015-04-18,221.86,224.72,220.32,223.14,947137.91,4254.1,0,0.005769404128729727,4.400000000000006,1.2799999999999727,224.24142857142857,244.73433333333332
2015-04-19,223.14,227.35,221.91,222.89,1318695.12,5866.64,1,-0.001120372860087815,5.439999999999998,-0.25,222.32571428571427,243.42766666666665
2015-04-20,222.89,226.51,221.43,224.07,1348484.04,6013.41,1,0.005294091255776401,5.079999999999984,1.1800000000000068,222.49714285714285,242.23666666666668
2015-04-21,224.07,235.61,223.91,234.13,2180368.54,9531.32,0,0.044896684071941806,11.700000000000017,10.060000000000002,225.02714285714282,241.06133333333335
2015-04-22,234.13,238.64,229.1,233.0,2603008.93,11066.24,1,-0.004826378507666651,9.539999999999992,-1.1299999999999955,226.6685714285714,239.96666666666667
2015-04-23,233.0,236.22,232.01,235.14,1880708.15,8021.19,0,0.009184549356223037,4.210000000000008,2.1399999999999864,227.74714285714285,239.57366666666667
2015-04-24,235.14,236.0,228.0,231.06,1978994.28,8557.1,0,-0.01735136514416935,8.0,-4.079999999999984,229.06142857142854,239.01966666666667
2015-04-25,231.06,232.29,225.7,226.28,1227435.36,5375.75,0,-0.020687267376439,6.590000000000003,-4.780000000000001,229.51,238.24699999999999
2015-04-26,226.28,227.26,214.98,219.49,2470526.72,11260.03,1,-0.030007070885628373,12.280000000000001,-6.789999999999992,229.0242857142857,237.29366666666664
2015-04-27,219.49,229.93,217.52,226.01,3006598.56,13501.83,0,0.029705225750603637,12.409999999999997,6.519999999999982,229.30142857142854,236.417
2015-04-28,226.01,228.06,221.45,225.11,2158043.31,9597.44,1,-0.003982124684748345,6.610000000000014,-0.8999999999999773,228.01285714285717,235.84766666666664
2015-04-29,225.11,226.99,221.81,225.49,1947334.9,8661.92,1,0.0016880636133445037,5.180000000000007,0.37999999999999545,226.94000000000003,235.1076666666667
2015-04-30,225.49,240.0,224.6,235.75,2909232.47,12474.83,0,0.04550090913122529,15.400000000000006,10.259999999999991,227.02714285714288,234.83333333333334
2015-05-01,235.75,239.23,231.04,231.96,1555055.46,6622.93,1,-0.016076352067868505,8.189999999999998,-3.789999999999992,227.1557142857143,234.366
2015-05-02,231.96,234.9,229.87,233.9,1018305.56,4381.68,1,0.008363510950163855,5.030000000000001,1.9399999999999977,228.24428571428572,233.72400000000002
2015-05-03,233.9,242.25,232.31,239.18,1057142.04,4422.59,0,0.022573749465583548,9.939999999999998,5.280000000000001,231.05714285714288,233.23700000000002
2015-05-04,239.18,242.2,236.07,237.93,1709074.08,7163.19,0,-0.00522618948072584,6.1299999999999955,-1.25,232.76000000000002,232.71966666666665
2015-05-05,237.93,238.99,229.66,234.37,2054652.32,8788.82,0,-0.014962383894422726,9.330000000000013,-3.5600000000000023,234.08285714285714,231.84866666666667
2015-05-06,234.37,235.98,227.01,229.78,2028662.13,8708.99,1,-0.019584417800913134,8.969999999999999,-4.590000000000003,234.69571428571427,230.98033333333333
2015-05-07,229.78,240.0,227.35,236.82,2541351.14,10896.59,1,0.030638001566716033,12.650000000000006,7.039999999999992,234.84857142857143,230.39266666666666
2015-05-08,236.82,246.57,235.29,243.16,2320081.36,9617.81,0,0.026771387551727033,11.280000000000001,6.340000000000003,236.4485714285714,230.36166666666665
2015-05-09,243.16,247.01,238.62,241.4,1347017.52,5562.4,0,-0.007238032571146524,8.389999999999986,-1.759999999999991,237.52,230.29066666666668
2015-05-10,241.4,244.99,238.02,239.08,841527.88,3493.96,0,-0.009610604805302403,6.969999999999999,-2.319999999999993,237.50571428571428,230.43433333333334
2015-05-11,239.08,241.0,237.99,239.0,1237018.64,5171.02,1,-0.00033461602810780366,3.009999999999991,-0.0800000000000125,237.6585714285714,230.4896666666667
2015-05-12,240.06,242.0,238.56,241.3,1401760.94,5822.43,0,0.009623430962343082,3.4399999999999977,1.240000000000009,238.64857142857142,230.65633333333335
2015-05-13,241.3,244.14,235.06,236.9,2223629.39,9233.25,1,-0.018234562784915087,9.079999999999984,-4.400000000000006,239.6657142857143,231.124
2015-05-14,236.9,239.7,232.22,236.95,1825553.83,7711.21,1,0.00021105951878430673,7.47999999999999,0.04999999999998295,239.68428571428572,231.80833333333334
2015-05-15,236.95,239.28,235.12,237.12,1071658.38,4517.94,0,0.0007174509390166506,4.159999999999997,0.17000000000001592,238.82142857142858,232.32866666666666
2015-05-16,237.12,237.4,234.0,235.6,735930.74,3118.36,1,-0.0064102564102564985,3.4000000000000057,-1.5200000000000102,237.99285714285716,232.59566666666666
2015-05-17,235.6,237.0,234.15,236.05,620341.93,2628.86,0,0.0019100169779286968,2.8499999999999943,0.45000000000001705,237.56,233.06866666666667
2015-05-18,236.05,236.94,231.44,232.24,1745036.34,7421.78,0,-0.016140648167761062,5.5,-3.8100000000000023,236.59428571428572,233.37199999999999
2015-05-19,232.24,234.24,230.86,231.69,1294154.8,5562.18,1,-0.0023682397519807497,3.3799999999999955,-0.5500000000000114,235.2214285714286,233.66533333333334
2015-05-20,231.69,234.86,231.0,233.8,1794259.53,7681.74,1,0.009106996417627133,3.8600000000000136,2.1100000000000136,234.77857142857144,233.98966666666666
2015-05-21,233.8,236.52,233.75,235.49,1079198.12,4586.63,1,0.007228400342172758,2.7700000000000102,1.6899999999999977,234.57,234.03499999999997
2015-05-22,235.49,240.9,232.92,238.99,2467303.72,10421.69,0,0.014862626863136441,7.980000000000018,3.5,234.83714285714288,234.23466666666667
2015-05-23,238.99,240.67,237.4,237.71,788510.89,3295.19,1,-0.005355872630653957,3.269999999999982,-1.2800000000000011,235.13857142857142,234.32033333333337
2015-05-24,237.71,241.64,237.66,239.68,687061.13,2864.64,0,0.008287409027806891,3.9799999999999898,1.9699999999999989,235.65714285714287,234.60766666666666
2015-05-25,239.68,240.1,233.1,235.48,1252273.58,5297.76,1,-0.017523364485981352,7.0,-4.200000000000017,236.12000000000003,234.91433333333333
2015-05-26,235.48,236.23,235.0,236.21,111811.92,474.9,0,0.0031000509597418624,1.2299999999999898,0.7300000000000182,236.76571428571427,235.4716666666667
2015-05-27,236.21,237.35,234.0,235.34,2030192.16,8615.67,1,-0.0036831632869057662,3.3499999999999943,-0.8700000000000045,236.9857142857143,235.78266666666667
2015-05-28,235.34,236.8,234.87,236.46,1175844.36,4983.03,0,0.004759071980963814,1.9300000000000068,1.1200000000000045,237.12428571428572,236.16100000000003
2015-05-29,236.46,236.52,234.0,236.02,1461920.02,6208.04,0,-0.00186077983591304,2.5200000000000102,-0.4399999999999977,236.70000000000002,236.512
2015-05-30,236.02,236.21,231.0,232.07,993683.46,4263.02,0,-0.016735869841538964,5.210000000000008,-3.950000000000017,235.8942857142857,236.38933333333335
2015-05-31,232.07,232.51,228.0,229.08,1013021.49,4385.74,0,-0.012884043607532147,4.509999999999991,-2.9899999999999807,234.37999999999997,236.29333333333335
2015-06-01,229.08,231.2,220.65,223.67,2734668.41,12135.65,1,-0.02361620394621977,10.549999999999983,-5.410000000000025,232.69285714285712,235.9523333333333
2015-06-02,223.67,226.38,221.34,224.78,1744459.32,7796.34,1,0.004962668216569099,5.039999999999992,1.1100000000000136,231.06,235.47233333333332
2015-06-03,224.78,226.99,222.57,225.11,1289882.15,5730.82,0,0.0014681021443190279,4.420000000000016,0.3300000000000125,229.59857142857143,235.04500000000002
2015-06-04,225.11,225.98,222.0,222.37,1098677.11,4892.73,1,-0.012171827106747801,3.9799999999999898,-2.740000000000009,227.58571428571426,234.64499999999998
2015-06-05,222.37,225.9,219.03,224.49,1761179.04,7893.14,0,0.009533660116022968,6.8700000000000045,2.1200000000000045,225.9385714285714,234.46866666666668
2015-06-06,224.49,225.26,223.07,224.36,580288.75,2585.82,0,-0.0005790903826450311,2.1899999999999977,-0.12999999999999545,224.83714285714288,234.05333333333334
2015-06-07,224.36,225.48,221.86,222.86,778011.72,3473.44,1,-0.006685683722588709,3.619999999999976,-1.5,223.94857142857146,233.37666666666667
2015-06-08,222.86,229.4,222.09,228.11,2021873.39,8948.31,1,0.02355739028986803,7.310000000000002,5.25,224.58285714285716,232.93366666666668
2015-06-09,228.11,230.79,226.67,229.49,2089239.29,9116.02,0,0.006049712857831624,4.1200000000000045,1.3799999999999955,225.2557142857143,232.614
2015-06-10,229.49,229.75,226.83,227.51,1449250.42,6347.54,1,-0.008627826920563075,2.9199999999999875,-1.9800000000000182,225.59857142857143,232.23100000000002
2015-06-11,227.51,229.57,227.25,229.01,1080607.18,4721.47,1,0.006593116786075326,2.319999999999993,1.5,226.5471428571429,231.8213333333333
2015-06-12,229.01,230.7,228.29,229.61,1353909.39,5893.36,1,0.00261997292694649,2.4099999999999966,0.6000000000000227,227.27857142857144,231.57833333333335
2015-06-13,229.61,232.03,228.06,231.51,906453.07,3931.71,1,0.008274900918949335,3.969999999999999,1.8999999999999773,228.29999999999998,231.39700000000002
2015-06-14,231.51,234.0,230.94,231.77,822490.29,3541.16,1,0.0011230616388062664,3.0600000000000023,0.2600000000000193,229.57285714285715,231.21866666666668
2015-06-15,231.77,237.09,231.55,235.92,2450622.3,10453.01,1,0.017905682357509445,5.539999999999992,4.149999999999977,230.6885714285714,231.22933333333333
2015-06-16,235.92,252.05,234.35,248.75,4215461.57,17375.21,0,0.054382841641234414,17.700000000000017,12.830000000000013,233.44,231.65266666666668
2015-06-17,248.75,257.39,243.2,245.78,4374712.59,17474.9,1,-0.011939698492462347,14.189999999999998,-2.969999999999999,236.04999999999998,232.10399999999998
2015-06-18,245.78,251.58,240.0,248.09,2751456.26,11164.4,0,0.00939864919847011,11.580000000000013,2.3100000000000023,238.77571428571426,232.6506666666667
2015-06-19,248.09,249.93,242.14,243.42,1662685.74,6749.43,1,-0.018823813938490086,7.7900000000000205,-4.670000000000016,240.74857142857144,232.97133333333335
2015-06-20,243.42,245.56,239.93,244.69,1091957.3,4503.01,0,0.005217319858680458,5.6299999999999955,1.2700000000000102,242.6314285714286,233.27799999999996
2015-06-21,244.69,245.0,241.06,243.37,476876.23,1960.74,1,-0.0053945808982793775,3.9399999999999977,-1.3199999999999932,244.28857142857143,233.424
2015-06-22,243.37,247.99,242.64,247.09,1222121.12,4980.1,0,0.015285367958252971,5.350000000000023,3.719999999999999,245.8842857142857,233.73666666666665
2015-06-23,247.09,247.25,242.14,243.78,1240089.41,5073.39,0,-0.013395928609008845,5.110000000000014,-3.3100000000000023,245.17428571428573,233.87333333333336
2015-06-24,243.78,244.14,238.2,240.69,1592022.64,6597.99,1,-0.012675363032242148,5.939999999999998,-3.0900000000000034,244.44714285714286,234.047
2015-06-25,240.69,242.9,239.18,241.65,1245520.61,5160.95,1,0.003988532967717839,3.719999999999999,0.960000000000008,243.52714285714288,234.22833333333335
