date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,log_open,log_high,log_low,log_close,log_volume,Target,Daily_Return,High_Low_Spread,Close_Open_Spread,MA_7,MA_30,log_MA_7,log_MA_30
2015-01-31,226.440994,233.503998,216.309006,217.464005,23348200.0,35.64335582660712,39.54529086500568,-98.0715361517713,-51.79694313950993,248.78254748387096,242.6065089476964,248.78254748387096,245.4119629466698,-3.4626969696761876,228.42439875,17.194991999999985,22.345308941207396,22.040723963204947,5.426890837716592,5.457472636781513,5.381320331410467,5.386621264122936,16.966030494143183,0,-0.03957600919188253,17.194991999999985,-8.976989000000003,243.14042871428572,246.60033263333335,5.494704743978223,5.502743253059442
2015-02-01,216.867004,231.574005,212.014999,226.972,29128500.0,43.75538874519915,43.39316472312758,-72.72134551719894,-54.78807006858,248.100967875,241.7573269927653,248.100967875,244.63952114513992,-3.808759357906752,226.38319925,19.55900600000001,21.944376488262556,21.845207995382538,5.383884803224098,5.44920847545564,5.361362581070581,5.429222814395498,17.18722766863456,0,0.043722155305656374,19.55900600000001,10.104996,239.3195712857143,243.66499886666668,5.478856994789261,5.491855896358701
2015-02-02,226.490997,242.175003,222.658997,238.229004,30612100.0,52.09585080139564,47.64220273872051,-7.891878813151123,-12.669778669726988,247.80181745454547,241.56853807918156,247.80181745454547,244.37679053022975,-3.2016522008630375,227.00159985,19.516006000000004,21.59531034447103,21.66304721716555,5.4271106639815745,5.4937813610922985,5.410122557104607,5.477421268906385,17.236905946266234,0,0.049596443614190244,19.516006000000004,11.73800700000001,234.28471585714286,242.23656563333333,5.4592239094459805,5.486363344910357
2015-02-03,237.453995,245.957001,224.483002,227.268005,40783700.0,44.585252578358414,44.16587598321448,20.03775954811629,-32.19410429500557,247.19788179411765,240.81414481453487,247.19788179411765,243.69014356089752,-3.5062240821449393,229.45985025,21.473998999999992,21.57788791269454,21.64836180157734,5.474176398640371,5.509214236453178,5.418244776944154,5.4305203991679365,17.523793074264766,0,-0.0460103464144106,21.473998999999992,-10.185990000000004,229.11228714285713,241.00566556666666,5.438191573390072,5.481365177188144
2015-02-04,227.511002,230.057999,221.113007,226.852997,26594300.0,44.30311639191627,44.03486237270019,-45.05754118135946,-70.85906406481432,246.61659937142855,240.0874918641998,246.61659937142855,243.0278641894263,-3.73506440377534,230.3103004,8.944991999999985,19.764961476752447,20.66768535789281,5.4315843579716425,5.442668756929085,5.403186292895636,5.428700671013774,17.09620750267722,0,-0.0018260731421477772,8.944991999999985,-0.6580050000000028,228.10343057142856,239.41829883333332,5.433831138279399,5.475038758000482
2015-02-05,227.664993,239.404999,214.725006,217.110992,22516400.0,37.75931208493165,40.96302545895563,-61.04388655965978,-77.23654071730402,245.79699916666667,238.90675766619395,245.79699916666667,242.02796947101007,-4.603664117609412,230.761,24.679992999999996,20.46985064123078,20.97565119259576,5.432258019789007,5.482324996954001,5.374004476207559,5.385004070837189,16.929754534965113,0,-0.04294413178945122,24.679992999999996,-10.554001,225.7602865714286,237.11569873333332,5.423473002191857,5.465867543088562
2015-02-06,216.923004,230.509995,216.231995,222.266006,24435300.0,42.96047236697544,43.220182060997665,-59.06764878857529,-75.69714551143967,245.1610263783784,238.0618944072658,245.1610263783784,241.27959001898947,-4.8409057826143,231.91130055,14.277999999999992,19.582341572669897,20.4642948871036,5.384141807741321,5.444623047540282,5.380965883841059,5.40836391259535,17.011539407006264,0,0.023743680375243326,14.277999999999992,5.343002000000013,225.16614414285715,234.71333206666665,5.420836343005582,5.456542436924222
2015-02-07,222.632996,230.298996,222.606995,227.753998,21604200.0,48.323939924655875,45.604524768005064,-4.973003276664541,-49.9617557295384,244.70294668421053,237.54453302755428,244.70294668421053,240.77647024992507,-4.554698479479782,232.7820502,8.032989999999984,17.927705693844963,19.519828938841243,5.410006297478072,5.443711228544877,5.409890024333664,5.4326471815985276,16.888398344484262,1,0.02469109918680057,7.692000999999976,5.121002000000004,226.63614314285715,232.86016536666665,5.427411474073523,5.449290597862936
2015-02-08,227.692993,229.438004,221.076996,223.412003,17145200.0,44.46465123270382,44.02917930972035,-50.74782899328753,-57.52119084486116,244.15702505128203,236.84291066865745,244.15702505128203,240.14159749157255,-4.6089272968677335,233.20960075,8.361007999999998,16.557678730982868,18.67587651246984,5.4323804621684655,5.439981863135991,5.403024150569893,5.413483661522852,16.657228867344998,0,-0.01906440737870163,8.361007999999998,-4.280990000000003,226.12757214285713,230.62696580000002,5.425163023663146,5.440582576155695
2015-02-09,223.389008,223.977005,217.018997,220.110001,27791300.0,41.52251116617046,42.817841325925926,-121.4227501346798,-88.89775044084178,243.55584945,236.0207652511007,243.55584945,239.4212824215583,-4.850710197871734,233.6493507,6.958007999999978,15.18341184136667,17.793351496960085,5.413381188491568,5.415998196981644,5.384582201194263,5.398660319766701,17.140233616024105,0,-0.014779877337208203,6.958007999999978,-3.2790069999999787,223.53914314285717,228.8040995,5.413911459500333,5.433215872623515
2015-02-10,220.281998,221.807007,215.332001,219.839005,21115100.0,41.261101519407895,42.71397733885503,-131.6856785713555,-107.87182579195532,242.9773898292683,235.2335075289355,242.9773898292683,238.72832055144465,-5.005097179890157,233.2964508,6.475006000000008,13.937110991889444,16.944215995674774,5.399437897159849,5.406305957289296,5.376814269311314,5.397433951881332,16.86549902966813,0,-0.0012311844022027119,6.475006000000008,-0.4429930000000013,222.47785742857144,227.2767328666667,5.409184824173676,5.42693118922997
2015-02-11,219.731995,223.406006,218.074005,219.184998,17201900.0,40.54245658970758,42.44637798634883,-67.35214851688706,-89.37802532662589,242.41090430952383,234.46003052444857,242.41090430952383,238.04735025330288,-5.118845218507516,232.58540039999997,5.332000999999991,12.705910395301448,16.07615367381631,5.396949273303732,5.413456937996255,5.389409595108024,5.394468092994035,16.66053045893225,0,-0.0029749361356505855,5.332000999999991,-0.5469970000000046,221.38242900000003,225.65636646666664,5.4042944558851405,5.420281702650339
